"","sex","month","fips","year","deaths","deaths.pred","pop.adj","rate.adj","cause","sex.long","deaths.added.median","deaths.added.mean","deaths.added.ll","deaths.added.ul","deaths.added.two.deg.median","deaths.added.two.deg.mean","deaths.added.two.deg.ll","deaths.added.two.deg.ul","month.short","full_name","code_name","perc.mean","perc.ul","perc.ll"
"264",1,3,29,2016,1146,1146,2990217.64278516,0.000383249695140112,"Cardiopulmonary","Male",-6.51479979794204,-6.58302562473991,-9.66553727970645,-3.82568128286311,-12.9741743193195,-13.1055505514951,-19.2289271875381,-7.6220339338084,"Mar","Missouri","MO",-0.00574435045788823,-0.00333829082274268,-0.00843415120393233
"265",1,3,30,2016,181,181,523379.317948949,0.000345829485026871,"Cardiopulmonary","Male",-0.48487089707367,-0.472329612690192,-1.27365995463886,0.329025368920684,-0.958439808562387,-0.93015175370637,-2.51915960169126,0.673270619827201,"Mar","Montana","MT",-0.00260955587121653,0.00181781971779383,-0.00703679532949646
"266",1,3,31,2016,271,271,949261.430455353,0.00028548510589965,"Cardiopulmonary","Male",-1.27863453086798,-1.29940081716404,-2.2622488496079,-0.371384859845822,-2.54589889487778,-2.5861190006001,-4.49794771372386,-0.739424336251899,"Mar","Nebraska","NE",-0.00479483696370493,-0.00137042383706945,-0.00834778173287049
"267",1,3,32,2016,514,514,1468011.97861045,0.000350133382757904,"Cardiopulmonary","Male",-1.57869911665767,-1.57922168234325,-3.78167480302661,0.684160925818037,-3.12884498665988,-3.13135235723834,-7.50294108552572,1.380922104365,"Mar","Nevada","NV",-0.00307241572440321,0.00133105238485999,-0.00735734397475994
"268",1,3,33,2016,213,213,660016.486183508,0.000322719211502814,"Cardiopulmonary","Male",-0.827269426621006,-0.817448184513147,-1.93611650004794,0.249180669572598,-1.63624701106754,-1.61455064879703,-3.84268342279149,0.514277224661457,"Mar","New Hampshire","NH",-0.00383778490381759,0.0011698622984629,-0.00908974882651614
"269",1,3,34,2016,1379,1379,4368746.09144366,0.000315651212301127,"Cardiopulmonary","Male",-13.274597570953,-13.1883912982011,-17.3675590229974,-9.23824653582215,-26.3996233908462,-26.2219081171879,-34.4345399897559,-18.4064458253692,"Mar","New Jersey","NJ",-0.00956373553169044,-0.00669923606658604,-0.0125943140123259
"270",1,3,35,2016,375,375,1031320.09114042,0.000363611649982819,"Cardiopulmonary","Male",0.366925940224993,0.356302379425146,-1.75148643306885,2.27386597750225,0.781347087356963,0.750457494881492,-3.45915476405073,4.61484635138736,"Mar","New Mexico","NM",0.000950139678467055,0.00606364260667267,-0.0046706304881836
"271",1,3,36,2016,3140,3140,9593215.13625409,0.00032731466514636,"Cardiopulmonary","Male",-24.6846229715227,-24.8050683389024,-33.2786926399316,-17.2291771577504,-49.1394602501999,-49.3633846919329,-66.1328054778843,-34.3133462982509,"Mar","New York","NY",-0.00789970329264407,-0.00548699909482496,-0.01059830975794
"272",1,3,37,2016,1507,1507,4922443.86133004,0.00030614874287115,"Cardiopulmonary","Male",-13.5175319868416,-13.451691628263,-17.9908689207,-8.71294334028116,-26.864759889164,-26.7380700444239,-35.7573638241801,-17.3473151422355,"Mar","North Carolina","NC",-0.00892613910302787,-0.00578164787012685,-0.0119382010090909
"273",1,3,38,2016,107,107,388913.761183854,0.000275125260865781,"Cardiopulmonary","Male",-0.560279001396808,-0.558051678820504,-1.04814164839018,-0.109850131606022,-1.11382235735818,-1.10814339899099,-2.08282718682757,-0.209441629807164,"Mar","North Dakota","ND",-0.00521543625065891,-0.00102663674398151,-0.00979571634009519
"274",1,3,39,2016,2276,2276,5690257.83428163,0.000399981875388488,"Cardiopulmonary","Male",-14.7085364688697,-14.6908780617515,-19.8418084707671,-8.86937590874069,-29.291477969079,-29.2476840681046,-39.4724597020719,-17.6648436816899,"Mar","Ohio","OH",-0.00645469159127923,-0.00389691384391067,-0.00871784203460768
"275",1,3,4,2016,1142,1142,3429782.81534545,0.000332965689515526,"Cardiopulmonary","Male",-3.74542998132581,-3.76137130312665,-7.98155096920566,0.459415613538271,-7.43361622510158,-7.46492732908561,-15.8501391668844,0.95067939018558,"Mar","Arizona","AZ",-0.00329367014284295,0.00040229037963071,-0.00698909892224663
"276",1,3,40,2016,767,767,1942164.8854518,0.00039492012534331,"Cardiopulmonary","Male",-5.60930123188672,-5.62205129891818,-8.02726493293733,-3.30642071843,-11.1586472665296,-11.1808067225579,-15.9600091984737,-6.57548894751927,"Mar","Oklahoma","OK",-0.00732992346664691,-0.00431084839430247,-0.0104657952189535
"277",1,3,41,2016,639,639,2018375.06258967,0.000316591307455084,"Cardiopulmonary","Male",-4.97833824425704,-4.96425939737749,-7.82531390073275,-2.07844505319455,-9.88475633514951,-9.86061421825528,-15.5228618941521,-4.14076140129132,"Mar","Oregon","OR",-0.00776879404910405,-0.00325265266540618,-0.0122461876380794
"278",1,3,42,2016,2313,2313,6261850.21347846,0.000369379643579039,"Cardiopulmonary","Male",-22.949914521917,-23.0531685950323,-29.3934461409234,-17.1535332358148,-45.6369773091956,-45.8466470914284,-58.3899016767655,-34.1441304419793,"Mar","Pennsylvania","PA",-0.00996678279076189,-0.00741614061211191,-0.012707931751372
"279",1,3,44,2016,144,144,512780.923280958,0.000280821679321914,"Cardiopulmonary","Male",-1.13939029686468,-1.15308362420124,-1.96515021713792,-0.375891735537813,-2.25496174456908,-2.28051074925805,-3.88385761766846,-0.741310561177079,"Mar","Rhode Island","RI",-0.00800752516806415,-0.00261035927456814,-0.0136468765079022
"280",1,3,45,2016,824,824,2400532.60082263,0.000343257158731202,"Cardiopulmonary","Male",-7.42427171527268,-7.41860118303731,-10.42081019775,-4.41412679856877,-14.7497609219145,-14.7414672702665,-20.6848753702188,-8.7829050800843,"Mar","South Carolina","SC",-0.00900315677553072,-0.00535694999826307,-0.0126466143176578
"281",1,3,46,2016,169,169,435169.596590082,0.000388354336617853,"Cardiopulmonary","Male",-0.504000516229513,-0.514053237514868,-1.27271400100626,0.137224581093207,-0.997874884895582,-1.01899048844534,-2.53307191456045,0.280956454436397,"Mar","South Dakota","SD",-0.00304173513322407,0.000811979769782288,-0.00753085207696013
"282",1,3,47,2016,1317,1317,3236113.4361576,0.000406969664686334,"Cardiopulmonary","Male",-6.97083302085188,-6.95107319242257,-10.6949446987747,-3.37576861241325,-13.8813851084544,-13.8343855039589,-21.2789784704714,-6.70163804416276,"Mar","Tennessee","TN",-0.00527795990313028,-0.00256322597753474,-0.00812068693908483
"283",1,3,48,2016,3415,3415,13782209.8711353,0.00024778319528802,"Cardiopulmonary","Male",-20.5543911317587,-20.4587598006105,-29.7723856349512,-11.0207198366392,-40.9272143079573,-40.7150457367116,-59.2088620938085,-21.8602073950305,"Mar","Texas","TX",-0.00599085206460045,-0.00322715075743461,-0.00871812170862408
"284",1,3,49,2016,310,310,1528568.00269869,0.000202804192847615,"Cardiopulmonary","Male",-0.514886551929614,-0.521223730260908,-2.03408427421381,1.02635847630685,-1.01322880255778,-1.01600400038689,-4.04172527346137,2.07884730933708,"Mar","Utah","UT",-0.00168136687180938,0.00331083379453823,-0.00656156217488327
"285",1,3,5,2016,623,623,1466593.36824031,0.000424793956860385,"Cardiopulmonary","Male",-3.54412828155728,-3.52254918450181,-5.58517111775083,-1.49666252041748,-7.05000860198714,-6.99866654935329,-11.1068974201791,-2.95615284582676,"Mar","Arkansas","AR",-0.00565417204574929,-0.00240234754481137,-0.00896496166573166
"286",1,3,50,2016,106,106,308467.731442315,0.000343633998617527,"Cardiopulmonary","Male",-0.296307097491436,-0.29770756250308,-0.946205173284219,0.327991467255125,-0.584168782728242,-0.585698067666645,-1.87592171445143,0.669972659194599,"Mar","Vermont","VT",-0.00280856191040641,0.00309425912504835,-0.00892646389890773
"287",1,3,51,2016,1181,1181,4133677.30850494,0.000285702030385904,"Cardiopulmonary","Male",-7.19307895159477,-7.20960489100197,-11.0484946957445,-3.53923681594051,-14.3172006875245,-14.3378872934622,-21.9731071165224,-7.01455989412956,"Mar","Virginia","VA",-0.00610466121168668,-0.00299681356133828,-0.00935520295998685
"288",1,3,53,2016,1051,1051,3627029.08862043,0.000289768836786406,"Cardiopulmonary","Male",-8.55503435141056,-8.557112647881,-12.5444971454032,-4.46853964160924,-16.9967296051209,-17.0044401596129,-24.9296192085788,-8.85179211184273,"Mar","Washington","WA",-0.00814187692472026,-0.00425170279886702,-0.0119357727358736
"289",1,3,54,2016,390,390,907209.390171872,0.000429889730226573,"Cardiopulmonary","Male",-2.40496181269881,-2.37695140418055,-3.73887767457005,-0.921290876417578,-4.78834341749468,-4.72892558157557,-7.42554795983351,-1.83789858970877,"Mar","West Virginia","WV",-0.00609474719020655,-0.00236228429850661,-0.0095868658322309
"290",1,3,55,2016,1013,1013,2871870.70051067,0.00035273175767275,"Cardiopulmonary","Male",-6.35824931320125,-6.38694985499742,-9.61628096318418,-3.57119872704195,-12.6667428362457,-12.7146924985315,-19.1270526650084,-7.10343960660481,"Mar","Wisconsin","WI",-0.00630498504935579,-0.00352536893093973,-0.00949287360630225
"291",1,3,56,2016,86,86,298922.20128874,0.000287700276624583,"Cardiopulmonary","Male",-0.516951802168271,-0.518807680691284,-1.05973448173525,0.000681784818778503,-1.01906001092746,-1.02215525939981,-2.09700653912419,0.0220565446859823,"Mar","Wyoming","WY",-0.00603264744989865,7.92773045091282e-06,-0.0123224939736657
"292",1,3,6,2016,5127,5127,19480241.5903351,0.000263189754409601,"Cardiopulmonary","Male",-36.4055952589288,-36.3261297034092,-49.3975431130081,-22.5681097277629,-72.4944620117322,-72.3323384462508,-98.1901766362841,-44.9953334140531,"Mar","California","CA",-0.00708526032834195,-0.00440181582363231,-0.00963478508153075
"293",1,3,8,2016,758,758,2775103.61124988,0.000273142954708853,"Cardiopulmonary","Male",-2.747214012491,-2.7242933476399,-5.56742016959841,0.251375091097494,-5.45072376080958,-5.41105980420825,-11.0782323056442,0.521557578835812,"Mar","Colorado","CO",-0.0035940545483376,0.000331629407780335,-0.00734488149023537
"294",1,3,9,2016,544,544,1747110.86640865,0.00031137119598955,"Cardiopulmonary","Male",-4.96590154185425,-4.94876926675782,-6.94060379045329,-2.96042639404111,-9.86834914841641,-9.833871744456,-13.7769987487244,-5.89039765335632,"Mar","Connecticut","CT",-0.00909700232859893,-0.00544196028316381,-0.012758462850098
"295",1,4,1,2016,951,982.7,2355151.97480998,0.000417255451245046,"Cardiopulmonary","Male",-5.98785898374331,-5.9373193561352,-9.53763099820141,-2.15824526905587,-11.9043873586471,-11.8021924225235,-18.954109152714,-4.27791349340343,"Apr","Alabama","AL",-0.00624323801906961,-0.00226944823244571,-0.0100290546773937
"296",1,4,10,2016,142,146.733333333333,460177.717828419,0.000318862316988681,"Cardiopulmonary","Male",-1.3076293945734,-1.30169342627368,-2.19583402331283,-0.335405738684218,-2.5901030147603,-2.58131102188049,-4.33150675258442,-0.661547128147265,"Apr","Delaware","DE",-0.00916685511460337,-0.00236201224425506,-0.0154636198824847
"297",1,4,11,2016,84,86.8,322443.805685068,0.000269194192816275,"Cardiopulmonary","Male",-0.346926781435417,-0.352065145714655,-0.933931324702706,0.245859843577977,-0.68755392377429,-0.696740277769451,-1.85560425652512,0.499896023339665,"Apr","District of Columbia","DC",-0.00419125173469827,0.00292690289973782,-0.0111182300559846
"298",1,4,12,2016,3509,3625.96666666667,10041771.5902397,0.00036108834323527,"Cardiopulmonary","Male",-34.7649387690608,-35.0958247980701,-48.9288327751065,-22.6272364364157,-69.1683786669286,-69.7634311718244,-97.1384613732679,-45.0355047539334,"Apr","Florida","FL",-0.0100016599595526,-0.00644834324206775,-0.0139438109931908
"299",1,4,13,2016,1348,1392.93333333333,5013582.43390831,0.000277831939874474,"Cardiopulmonary","Male",-9.77570795404152,-9.69190698722669,-14.4919633741522,-4.81761735503631,-19.4513572173926,-19.2780044945832,-28.8030273674857,-9.59844805414964,"Apr","Georgia","GA",-0.00718984197865482,-0.0035739001150121,-0.0107507146692524
"300",1,4,16,2016,258,266.6,841029.48683694,0.000316992452907527,"Cardiopulmonary","Male",-0.88104245061009,-0.904596620694665,-2.35884408747483,0.444671258182603,-1.74858371253691,-1.79202608455599,-4.69100431607432,0.902397962648885,"Apr","Idaho","ID",-0.0035061884523049,0.0017235320084597,-0.00914280654060012
"301",1,4,17,2016,1747,1805.23333333333,6295484.11248477,0.00028675051847932,"Cardiopulmonary","Male",-6.5511486273832,-6.43867667423012,-11.7295476264909,-0.908184745843617,-13.0311669862263,-12.8056486792199,-23.3420515707834,-1.72459268802153,"Apr","Illinois","IL",-0.00368556191999435,-0.000519853890007794,-0.00671410854407035
"302",1,4,18,2016,1079,1114.96666666667,3268228.61017956,0.000341153205499112,"Cardiopulmonary","Male",-4.32276533072022,-4.34580927027713,-7.78188450395508,-0.832002767378234,-8.59901874961686,-8.65008540115024,-15.4941622401812,-1.64554076591671,"Apr","Indiana","IN",-0.00402762675651263,-0.000771086902111431,-0.0072121265096896
"303",1,4,19,2016,498,514.6,1557907.22941748,0.000330314918810933,"Cardiopulmonary","Male",-2.94381237605217,-2.92969361298745,-4.63137869725367,-1.15241091531859,-5.84727320559767,-5.8215445773653,-9.20137280437531,-2.28657072704924,"Apr","Iowa","IA",-0.00588291890158123,-0.00231407814321001,-0.00929995722340095
"304",1,4,20,2016,434,448.466666666667,1448706.447894,0.000309563519454619,"Cardiopulmonary","Male",-2.49665994259383,-2.50159594058536,-4.01491238821001,-1.02901020686853,-4.96047812134538,-4.97330949814458,-7.96815377006887,-2.04170860412371,"Apr","Kansas","KS",-0.00576404594604923,-0.00237099126006575,-0.00925095020324886
"305",1,4,21,2016,807,833.9,2185276.26303,0.000381599349294059,"Cardiopulmonary","Male",-5.19565235827497,-5.20466847392566,-7.9420528062304,-2.40317440090713,-10.3368934562688,-10.3432025641495,-15.7947128917842,-4.76978085083107,"Apr","Kentucky","KY",-0.0064494033134147,-0.00297791127745617,-0.00984145329148749
"306",1,4,22,2016,832,859.733333333332,2288397.95689558,0.000375692230777745,"Cardiopulmonary","Male",-10.235837345767,-10.2498069108431,-13.4832792985849,-6.70580426122193,-20.3180868480656,-20.3440752811156,-26.7289072564476,-13.298000557323,"Apr","Louisiana","LA",-0.0123194794601479,-0.00805986089089174,-0.0162058645415684
"307",1,4,23,2016,243,251.1,652346.133636184,0.000384918354003826,"Cardiopulmonary","Male",-1.11541997274781,-1.12336813773043,-2.40748391043017,0.224641624638443,-2.21800809589146,-2.22975134099261,-4.7861697146763,0.467067024850848,"Apr","Maine","ME",-0.0046229141470388,0.000924451130199353,-0.00990734119518587
"308",1,4,24,2016,832,859.733333333334,2913856.27062761,0.00029505001396248,"Cardiopulmonary","Male",-4.99966707926903,-5.00614460556672,-8.14997905791554,-1.9967691619816,-9.93308828118561,-9.95725872158988,-16.2055933383425,-3.96061787924466,"Apr","Maryland","MD",-0.00601700072784462,-0.00239996293507404,-0.00979564790614848
"309",1,4,25,2016,905,935.166666666666,3303992.40476352,0.000283041409332053,"Cardiopulmonary","Male",-10.6118185896898,-10.6246506997613,-14.1981664056066,-7.11878416414273,-21.0827816695457,-21.1035706500555,-28.1752911657086,-14.1657583573185,"Apr","Massachusetts","MA",-0.0117399455245981,-0.00786605984988147,-0.0156885816636537
"310",1,4,26,2016,1777,1836.23333333333,4883525.89652326,0.000376005650884458,"Cardiopulmonary","Male",-6.17329032836645,-6.05535980619236,-11.0853014078282,-0.313027690233691,-12.2814789481712,-12.0531793409677,-22.0786304326536,-0.571557510821113,"Apr","Michigan","MI",-0.00340763072942733,-0.00017615514363179,-0.00623821125932933
"311",1,4,27,2016,657,678.9,2744601.0799113,0.000247358351991154,"Cardiopulmonary","Male",-2.39717603651263,-2.41096160483018,-4.59544886239943,-0.313395321021914,-4.77465507596918,-4.79628218581997,-9.14090423833444,-0.605474151584406,"Apr","Minnesota","MN",-0.00366965236656039,-0.000477009621037921,-0.00699459491993825
"312",1,4,28,2016,561,579.700000000001,1449280.53432706,0.000399991572555807,"Cardiopulmonary","Male",-3.4092732436557,-3.42944584929392,-5.78518454965301,-1.17833405885764,-6.77749675059383,-6.81520705546458,-11.4790764457816,-2.34018346233081,"Apr","Mississippi","MS",-0.006113094205515,-0.00210041721721505,-0.0103122719245152
"313",1,4,29,2016,1108,1144.93333333333,2990825.82209147,0.000382815115770495,"Cardiopulmonary","Male",-6.81879969646487,-6.74908192456282,-10.1276987729211,-3.41390411061327,-13.568982149021,-13.4362515392217,-20.1489185500081,-6.80376551491759,"Apr","Missouri","MO",-0.00609122917379316,-0.00308114089405529,-0.00914052235823203
"314",1,4,30,2016,181,187.033333333333,523847.835383029,0.000357037522540449,"Cardiopulmonary","Male",-0.511892916776383,-0.510758050467566,-1.37276334418064,0.353633629890498,-1.00028660341363,-1.00502449366271,-2.72944832504665,0.715014582789144,"Apr","Montana","MT",-0.00282186768214125,0.00195377696072098,-0.00758432786840135
"315",1,4,31,2016,275,284.166666666667,949734.68576935,0.000299206368814963,"Cardiopulmonary","Male",-1.46351298819397,-1.48051637705134,-2.58207396941418,-0.391940044598737,-2.91068702569648,-2.94463305248034,-5.13271649876383,-0.777898999604729,"Apr","Nebraska","NE",-0.00538369591655033,-0.00142523652581359,-0.00938935988877884
"316",1,4,32,2016,502,518.733333333333,1470022.93665655,0.000352874312637021,"Cardiopulmonary","Male",-1.46395111828996,-1.45408151643057,-3.84522385052108,0.869187765184232,-2.89142670210417,-2.87397299729582,-7.63420211521431,1.77481502230233,"Apr","Nevada","NV",-0.00289657672595731,0.00173144973144269,-0.00765980846717346
"317",1,4,33,2016,200,206.666666666667,660297.990489521,0.00031298999791511,"Cardiopulmonary","Male",-0.699672949196568,-0.695725322324489,-1.7865548917838,0.475074187343935,-1.3891400952173,-1.37268908035444,-3.53786192150488,0.955480497395102,"Apr","New Hampshire","NH",-0.00347862661162244,0.00237537093671968,-0.00893277445891899
"318",1,4,34,2016,1163,1201.76666666667,4368400.90271761,0.000275104481806842,"Cardiopulmonary","Male",-10.6599317141892,-10.7157181734074,-14.8873048590838,-6.34555763583461,-21.2009976009897,-21.3032200467055,-29.554537232076,-12.6253225258733,"Apr","New Jersey","NJ",-0.00921385913448615,-0.00545619745127653,-0.0128007780387651
"319",1,4,35,2016,326,336.866666666667,1031095.80963893,0.00032670743447656,"Cardiopulmonary","Male",0.54933134028844,0.54809434257559,-1.31871997980029,2.36914297472465,1.12194830684597,1.12663634655513,-2.598935543158,4.77840301586536,"Apr","New Mexico","NM",0.00168127098949567,0.00726730973841917,-0.00404515331227083
"320",1,4,36,2016,2829,2923.3,9591226.07694706,0.000304788978650632,"Cardiopulmonary","Male",-20.8307460038434,-20.9049585374004,-30.086068778381,-12.0288867632105,-41.479241898876,-41.6022605300995,-59.7848839411965,-23.9489047492617,"Apr","New York","NY",-0.00738952228257349,-0.00425199249318153,-0.0106348776169604
"321",1,4,37,2016,1421,1468.36666666667,4925970.09329016,0.000298086800946433,"Cardiopulmonary","Male",-12.4135676601816,-12.4718918134908,-17.2857502051915,-8.2019179298029,-24.6767789750696,-24.7929126898981,-34.3213808425688,-16.3400146324953,"Apr","North Carolina","NC",-0.00877684152955016,-0.00577193380000204,-0.0121644969776154
"322",1,4,38,2016,95,98.1666666666667,388931.821586205,0.000252400706803335,"Cardiopulmonary","Male",-0.415498153486227,-0.425813105500145,-0.889497811378651,-0.0059848800679078,-0.823277751323679,-0.844066570919667,-1.76688597015772,-0.00710307947368589,"Apr","North Dakota","ND",-0.004482243215791,-6.29987375569242e-05,-0.00936313485661738
"323",1,4,39,2016,2071,2140.03333333333,5690731.59325845,0.00037605592501824,"Cardiopulmonary","Male",-10.198491504021,-10.1803916109965,-16.153960143991,-3.46246224668984,-20.305934556791,-20.2716975207545,-32.1387813830775,-6.90430203859535,"Apr","Ohio","OH",-0.00491568885127789,-0.00167187940448568,-0.00780007732689087
"324",1,4,4,2016,963,995.1,3434189.2393871,0.000289762715632291,"Cardiopulmonary","Male",-3.27059611280189,-3.26402770323533,-6.90901188390323,0.667919279053936,-6.51343861855963,-6.47890181286117,-13.7534320333759,1.36159348046683,"Apr","Arizona","AZ",-0.00338943686732641,0.000693581805871169,-0.00717446716916223
"325",1,4,40,2016,707,730.566666666667,1942748.33014138,0.00037604802193473,"Cardiopulmonary","Male",-4.98738954839488,-5.02619134180995,-7.53749475839722,-2.66087129031106,-9.91626697620983,-9.9825153618342,-14.9577935411568,-5.28403240185699,"Apr","Oklahoma","OK",-0.00710918153014137,-0.00376360861430136,-0.0106612372820328
"326",1,4,41,2016,553,571.433333333334,2021276.63680484,0.000282709117064073,"Cardiopulmonary","Male",-3.60905100619701,-3.59931367189206,-6.09161889992353,-1.1264787856932,-7.16888544720845,-7.14665902947819,-12.1059592604448,-2.22718544120704,"Apr","Oregon","OR",-0.00650870465079938,-0.00203703216219386,-0.0110155857141474
"327",1,4,42,2016,2210,2283.66666666667,6261618.12897633,0.000364708709414704,"Cardiopulmonary","Male",-19.6128569387694,-19.6514327348655,-27.0527103475237,-11.9933899554679,-39.0149214978047,-39.0932159585108,-53.6771155221479,-23.8907000542041,"Apr","Pennsylvania","PA",-0.00889205101125134,-0.00542687328301715,-0.0122410454061193
"328",1,4,44,2016,147,151.9,512880.919410248,0.000296170113278277,"Cardiopulmonary","Male",-0.88375107969351,-0.880950492208078,-1.790577179833,0.019189868769345,-1.74731460288661,-1.7457998479502,-3.55266366073969,0.0571413193974266,"Apr","Rhode Island","RI",-0.00599286049121142,0.000130543324961531,-0.0121807971417211
"329",1,4,45,2016,786,812.200000000001,2403018.91739871,0.000337991513141816,"Cardiopulmonary","Male",-6.64816954513514,-6.6403027404276,-9.97635222942129,-3.5963318005186,-13.2159922570337,-13.1897584131798,-19.7787647041365,-7.15214260410764,"Apr","South Carolina","SC",-0.00844822231606565,-0.00457548575129593,-0.0126925600883223
"330",1,4,46,2016,153,158.1,435539.568749921,0.000362998017502236,"Cardiopulmonary","Male",-0.583038764484805,-0.590739154540643,-1.30089203065597,0.0676868158031583,-1.15492870728651,-1.17014417003,-2.5799100148553,0.140001687009429,"Apr","South Dakota","SD",-0.00386104022575583,0.000442397488909531,-0.00850256229186909
"331",1,4,47,2016,1192,1231.73333333333,3238263.92255235,0.000380368420484548,"Cardiopulmonary","Male",-6.41795474297939,-6.45443529309243,-10.585658148094,-2.48496972323056,-12.7689152251714,-12.8462469155705,-21.0461584714642,-4.93239524435793,"Apr","Tennessee","TN",-0.00541479470897016,-0.0020847061436498,-0.00888058569470975
"332",1,4,48,2016,3233,3340.76666666667,13798764.1820108,0.000242106222166038,"Cardiopulmonary","Male",-18.7048184000086,-18.8397074980012,-29.5752781989881,-7.62071960198505,-37.2352618461157,-37.4568034917614,-58.8021790969369,-15.1698836066595,"Apr","Texas","TX",-0.00582731441323885,-0.00235716659510828,-0.00914793634363999
"333",1,4,49,2016,269,277.966666666667,1531031.35431785,0.000181555175785746,"Cardiopulmonary","Male",-0.197391853248731,-0.228365880924511,-1.71929126009125,1.16195190397012,-0.37087275325479,-0.429877728658192,-3.39402273919033,2.36531750058076,"Apr","Utah","UT",-0.000848943795258406,0.00431952380658039,-0.00639141732375931
"334",1,4,5,2016,613,633.433333333333,1467023.40909144,0.000431781339962143,"Cardiopulmonary","Male",-3.12244014502576,-3.1445563005175,-5.51690396309226,-0.735347545976531,-6.20580326446631,-6.24607353416874,-10.9589317334623,-1.4538479384257,"Apr","Arkansas","AR",-0.005129781893177,-0.00119958816635649,-0.00899984333294007
"335",1,4,50,2016,78,80.6000000000001,308466.138613473,0.000261292861389226,"Cardiopulmonary","Male",-0.23216852912307,-0.235842777337172,-0.766975523010808,0.291391690376001,-0.459282264895585,-0.464911460381288,-1.52031804968832,0.585534685028269,"Apr","Vermont","VT",-0.00302362535047657,0.00373579090225642,-0.0098330195257796
"336",1,4,51,2016,1048,1082.93333333333,4134726.6846789,0.000261911709266324,"Cardiopulmonary","Male",-6.1514218788512,-6.09963713101344,-10.0027599648303,-2.24369648639295,-12.2316522225122,-12.1306157944467,-19.8828468206249,-4.4698834879726,"Apr","Virginia","VA",-0.00582026443798993,-0.00214093176182534,-0.00954461828705182
"337",1,4,53,2016,892,921.733333333333,3631859.71447613,0.000253791006755966,"Cardiopulmonary","Male",-6.77740495028147,-6.77976335292292,-10.4385611326253,-3.15908686202571,-13.4683645247077,-13.4775838485518,-20.7042458314763,-6.26085382310645,"Apr","Washington","WA",-0.00760063156157278,-0.0035415771995804,-0.0117024227944229
"338",1,4,54,2016,383,395.766666666667,906780.912489658,0.000436452357141098,"Cardiopulmonary","Male",-2.17583813315642,-2.17834208265393,-3.70061023062606,-0.61659840445791,-4.32762103317132,-4.33226883669329,-7.35405617900069,-1.20121415137489,"Apr","West Virginia","WV",-0.00568757723930531,-0.00160991750511204,-0.0096621677039845
"339",1,4,55,2016,845,873.166666666666,2872388.19019981,0.000303986302981537,"Cardiopulmonary","Male",-5.52717623726008,-5.54052130083838,-8.44539654887529,-2.72690676976883,-11.0066610491287,-11.026658696839,-16.7893116168612,-5.42124854194838,"Apr","Wisconsin","WI",-0.00655682994182056,-0.00322710860327672,-0.00999455212884649
"340",1,4,56,2016,83,85.7666666666667,298928.156030863,0.00028691397894888,"Cardiopulmonary","Male",-0.604203113452245,-0.597605138017534,-1.17442472340849,-0.0618652098137359,-1.19618928404611,-1.17947907903846,-2.32021553134579,-0.108905857571253,"Apr","Wyoming","WY",-0.00720006190382571,-0.000745363973659468,-0.0141496954627529
"341",1,4,6,2016,4686,4842.2,19484628.7708849,0.000248513844268643,"Cardiopulmonary","Male",-31.972492385271,-31.8621665149872,-44.7763268466094,-18.0972556995792,-63.6878284216948,-63.4523799191544,-89.0830893895006,-36.0521530920336,"Apr","California","CA",-0.00679943801002715,-0.00386198371736645,-0.00955534076965629
"342",1,4,8,2016,624,644.8,2778705.20211984,0.000232050524650147,"Cardiopulmonary","Male",-2.28849524766657,-2.2889715536439,-4.76547200490378,0.400011540474655,-4.54239971451101,-4.54324828026227,-9.46637708959126,0.833336483700503,"Apr","Colorado","CO",-0.00366822364366009,0.00064104413537605,-0.00763697436683297
"343",1,4,9,2016,499,515.633333333333,1746603.0871974,0.000295220669832158,"Cardiopulmonary","Male",-4.36856780374902,-4.34217137544327,-6.45312676295444,-2.19359012417607,-8.68213280719079,-8.62788281202262,-12.8093040496809,-4.35995949625554,"Apr","Connecticut","CT",-0.0087017462433733,-0.00439597219273762,-0.0129321177614317
"344",1,5,1,2016,941,941,2355363.78774203,0.000399513656827546,"Cardiopulmonary","Male",-1.90186444759386,-1.94872828678592,-5.47171537311525,1.73683411926292,-3.760018169428,-3.85280661653419,-10.8849738184608,3.51357977363078,"May","Alabama","AL",-0.00207091210072893,0.00184573232652808,-0.00581478785665808
"345",1,5,10,2016,138,138,460419.108456303,0.000299726917205256,"Cardiopulmonary","Male",-0.926558820762018,-0.915964419142122,-1.79020573862562,0.0443663772777869,-1.83646234539204,-1.80861433174571,-3.53470375820063,0.0988498307614863,"May","Delaware","DE",-0.00663742332711683,0.000321495487520195,-0.0129725053523595
"346",1,5,11,2016,69,69,322829.823103211,0.000213734900130154,"Cardiopulmonary","Male",0.0345785620103956,0.0336470072487331,-0.475089667824412,0.524014653286159,0.0788645942433009,0.0746006344843126,-0.939623322642386,1.06473458288437,"May","District of Columbia","DC",0.000487637786213523,0.0075944152650168,-0.00688535750470162
"347",1,5,12,2016,3300,3300,10055710.059002,0.000328171753226495,"Cardiopulmonary","Male",-18.6803081425188,-19.0201860233336,-32.1171193292457,-6.63276758175979,-37.1407924773097,-37.8292649918963,-63.7600247657465,-13.2229757166093,"May","Florida","FL",-0.00576369273434351,-0.00200992957023024,-0.00973246040280173
